species,lat,lon
species,49.318781,-124.264305
species,48.787875,-125.115844
species,48.794291,-125.120482
species,49.513083,-124.705413
species,51.655772,-128.140825
species,51.656067,-128.141574
species,59.22,-135.33
species,48.79,-125.12
species,59.22,-135.33
species,48.79,-125.12
species,54.063742,-131.84962
species,53.118882,-131.70146
species,47.887846,-124.624455
species,56.908939,-135.401062
species,54.160054,-131.664863
species,54.173885,-131.654468
species,53.11515,-131.696594
species,53.115108,-131.696608
species,53.598419,-131.932219
species,53.594641,-131.932608
species,53.579844,-131.929865
species,49.581882,-126.672887
species,44.160861,-124.116331
species,45.045775,-124.00245
species,48.92706,-125.541263
species,54.047793,-131.891298
species,48.933953,-125.540628
species,54.064036,-131.848114
species,54.064036,-131.848114
species,54.076069,-131.786056
species,53.579883,-131.929825
species,54.177388,-131.6524
species,51.77765,-127.872711
species,51.77765,-127.872711
species,48.163783,-122.637353
species,47.980392,-122.515158
species,48.623485,-123.327609
species,47.110887,-124.183132
species,44.983443,-124.014407
species,46.944911,-124.154187
species,37.04227,-122.228783
species,37.041947,-122.231662
species,35.66609,-121.275051
species,35.363874,-120.861376
species,48.7929,-125.117
species,59.217,-135.329
species,49.013908,-125.674155
species,59.495972,-139.741093
species,53.58,-131.93
species,53.05,-132.03
species,48.7929,-125.11678
species,51.97,-131.02
species,53.56,-131.93
species,50.8,-128.4
species,48.49970794,-123.3009851
species,48.37,-123.73
species,49,-123.1
species,50.1,-125.3
species,49.01,-123.04
species,53.25,-131.81
species,49.32,-124.32
species,49.4,-124.61
species,49.06,-122.88
species,49.22,-123.2
species,50.8,-128.4
species,49.48,-126.43
species,57.7,-152.4
species,48.6,-123.42
species,50.1,-125.3
species,49.1,-125.9
species,49,-123.1
species,48.5,-123.4
species,49.04,-125.71
species,49.5,-124.8
species,53.29962646,-131.8013379
species,49.04,-125.71
species,53.12,-131.68
species,49.2,-125.8
species,50,-127.42
species,49.01,-123.04
species,48.65,-123.4
species,50.2,-127.8
species,53.81,-130.4
species,49.14,-122.91
species,49.22,-123.2
species,48.75,-123.22
species,49.3,-124.3
species,49.05,-122.85
species,49.14,-122.91
species,51.656053,-128.142454
species,49.303647,-123.131028
species,53.594,-131.938179
species,59.216667,-135.333333
species,48.616667,-123.3
species,48.6,-123.383333
species,54.6,-131.066667
species,49.533333,-124.75
species,48.783333,-125.166667
species,50.6,-126.816667
species,48.666667,-123.283333
species,52.980556,-129.547222
species,50.130556,-127.713889
species,50.676667,-128.330556
species,48.85,-125.383333
species,48.6,-123.399722
species,49.116667,-125.883333
species,48.413889,-123.483333
species,48.580556,-123.366667
species,48.383333,-123.483333
species,48.383333,-123.533333
species,49.25,-123.116667
species,48.65,-123.333333
species,49.55,-124.8
species,48.6,-123.416667
species,53.566667,-131.933333
species,49.166667,-126.016667
species,51.533333,-128
species,48.433333,-123.366667
species,48.433333,-123.366667
species,49.483333,-126.416667
species,49.15,-125.933333
species,54.483333,-130.3
species,50,-127.416667
species,49.983333,-127.25
species,48.933333,-125.55
species,48.75,-123.216667
species,48.6,-123.383333
species,48.6,-123.383333
species,50.816667,-128.683333
species,49.55,-124.8
species,51.65,-128
species,48.533333,-123.4
species,48.533333,-123.4
species,48.45,-123.283333
species,53.333333,-132.416667
species,48.6,-123.416667
species,51.533333,-128
species,48.55,-123.366667
species,48.433333,-123.366667
species,49.25,-124.8
species,48.433333,-123.383056
species,48.018614,-122.67084
species,48.483024,-122.981356
species,48.560212,-122.806268
species,57.026423,-135.633563
species,43.628205,-124.213853
species,46.267488,-123.941103
species,41.030942,-124.112747
species,44.621284,-124.065498
species,57.101676,-135.401287
species,59.638252,-151.543135
species,57.015906,-135.663304
species,57.101632,-135.401667
species,47.723862,-122.557724
species,50.088582,-125.043677
species,50.088552,-125.043766
species,48.431313,-123.456343
species,49.021492,-125.676684
species,47.859505,-122.334952
species,47.031004,-124.172863
species,48.45858,-123.294813
species,47.70542,-124.414855
species,53.57982,-131.929672
species,49.042623,-125.705126
species,46.769033,-124.095645
species,49.218562,-123.214708
species,47.605654,-124.371019
species,49.203472,-123.970256
species,51.655337,-128.139878
species,46.510125,-124.059456
species,53.623192,-131.928253
species,53.623192,-131.928283
species,57.158672,-135.748672
species,57.160136,-135.747437
species,47.721233,-122.561905
species,46.787298,-124.102388
species,48.975554,-123.06269
species,48.634687,-123.405905
species,45.440807,-123.956726
species,48.044834,-122.683268
species,47.979782,-122.516119
species,45.661282,-123.94093
species,51.651172,-128.141286
species,57.16265,-135.746947
species,49.06586,-125.791922
species,49.06586,-125.791922
species,56.67208,-135.19117
species,56.67208,-135.19117
species,49.012907,-125.666986
species,44.027137,-124.137268
species,45.008637,-124.00932
species,45.045271,-124.004623
species,45.044308,-124.003057
species,57.13263,-135.566483
species,46.885897,-124.127329
species,48.792839,-125.116731
species,48.793353,-125.118294
species,57.024126,-135.635061
species,45.4282,-123.96032
species,45.256163,-123.966888
species,48.392301,-124.736315
species,59.2167,-135.3288
species,54.032217,-131.9668
species,57.064087,-135.604518
species,53.237025,-131.902297
species,53.260158,-131.824158
species,52.57778,-131.437972
species,44.419737,-124.079955
species,57.301886,-135.832721
species,36.9618,-121.9976
species,40.40706,-124.39052
species,37.5371,-122.5192
species,37.094444,-122.275
species,53.33227,-131.945432
species,46.227628,-124.008488
species,51.971514,-131.039109
species,59.633678,-151.504683
species,46.611407,-124.045866
species,46.54794,-124.06105
species,49.012406,-123.57379
species,46.271853,-124.074483
species,54.99,-130.99
species,60.03,-143.64
species,57.66,-152.35
species,58.6,-153.77
species,57.61,-152.16
species,58.58,-152.51
species,59.15,-138.43
species,56.7,-157.36
species,57.41,-152.33
species,57.26,-134.08
species,57.63,-136.21
species,57.46,-135.91
species,57.01,-135.63
species,56.52,-135.03
species,59.55,-139.73
species,59.21,-135.33
species,55.81,-155.73
species,57.464,-154.033
species,57.4365,-152.3327
species,57.03605,-153.31209
species,58.459,-152.734
species,57.45,-154.666667
species,57.466667,-154.65
species,56.76034273,-157.5154662
species,58.05,-152.73
species,57.157424,-135.742637
species,44.670926,-124.062603
species,47.661275,-122.434021
species,40.858515,-124.167976
species,53.566667,-131.933333
species,48.6,-123.416667
species,49.733333,-124.9
species,48.583333,-123.383333
species,48.383333,-123.516667
species,48.566667,-123.366667
species,48.65,-123.4
species,53.25,-131.816667
species,54.016667,-132.1
species,54.166667,-133.05
species,52.583333,-131.433333
species,53.566667,-131.933333
species,54.35,-130.466667
species,52.1,-131.083333
species,53.25,-131.816667
species,49.133333,-125.883333
species,49.05,-125.733333
species,50.783333,-128.416667
species,49.466667,-126.416667
species,49.466667,-124.733333
species,48.35,-123.75
species,48.433333,-123.366667
species,48.6094,-122.6065
species,48.64785,-123.07845
species,48.754717,-122.919967
species,48.656917,-123.1316
species,48.533,-122.970333
species,48.535,-122.555583
species,47.23639,-124.21167
species,48.52389,-122.91333
species,47.23639,-124.21167
species,47.94333,-124.54111
species,48.146944,-123.101667
species,46.3525,-124.05306
species,47.11301,-124.07838
species,48.155,-124.66583
species,47.94333,-124.54111
species,48.31942,-124.66415
species,46.308333,-124.070833
species,47.23639,-124.21167
species,47.23639,-124.21167
species,48.195,-122.715556
species,46.308333,-124.070833
species,46.89028,-124.10278
species,48.37806,-124.61306
species,42.7605,-124.5019
species,45.1808,-123.944
species,44.499,-124.0839
species,44.6234,-124.045
species,44.499,-124.0839
species,44.499,-124.0839
species,44.6234,-124.045
species,44.6369,-124.0522
species,46.1206,-123.9439
species,44.4604,-124.0768
species,43.3414,-124.3445
species,43.3414,-124.3445
species,45.6136,-123.9419
species,44.9675,-124.0156
species,43.9771,-124.1373
species,43.9771,-124.1373
species,45.5981,-123.9581
species,43.3511,-124.3367
species,44.5973,-124.0055
species,44.5229,-124.0747
species,44.368,-124.0909
species,44.4269,-124.0675
species,44.3114,-124.1036
species,45.9667,-123.6667
species,44.4269,-124.0675
species,44.6369,-124.0522
species,44.9675,-124.0156
species,44.4269,-124.0675
species,45.2113,-123.9683
species,45.2849,-123.9581
species,45.9933,-123.9214
species,44.6194,-124.0444
species,44.0336,-124.13
species,44.0336,-124.13
species,39.57789,140.06281
species,39.84083,140.02533
species,37.69436,140.97078
species,39.57789,140.06281
species,39.4237557,141.9776717
species,39.5875,141.95625
species,43.156,141.205
species,43.186,141.269
species,43.165,141.227
species,42.581373,131.215149
species,46.600198,141.811715
species,37.866256,138.282942
species,40.886389,141.388611
species,35.6524,134.9473
species,35.6398,134.90648
species,38.78264,139.75382
species,35.645833,134.915
species,39.06882,139.874956
species,37.722,138.788806
species,37.783333,140.980833
species,39.6035,140.0829
species,40.2365,140.0081
species,40.2932,140.0362
species,37.6367,138.774
species,39.5865,141.947
species,39.4267,141.9818
species,39.4272,141.9798
species,43.065,145.087
species,43.209,140.86
species,46.289249,143.390052
species,37.8275,140.966389
species,35.83085,140.75288
species,37.816667,140.983333
species,38.099429,139.365662
species,-43.556441,172.752722
species,53.577388,-131.926208
species,53.594558,-131.932603
species,49.061794,-122.878731
species,51.77765,-127.872367
species,45.217947,-123.974209
species,51.773761,-127.873633
species,52.000392,-128.424117
species,51.993522,-128.431747
species,51.993492,-128.431717
species,45.455991,-123.967585
species,44.967371,-124.017747
species,51.912858,-128.472047
species,44.640871,-124.062781
species,51.990711,-128.429397
species,51.987842,-128.429444
species,44.640871,-124.062781
species,44.952081,-124.021988
species,51.991192,-128.4292
species,48.796719,-125.125617
species,51.993125,-128.430953
species,45.046167,-124.0036
species,44.607702,-124.068281
species,52.000275,-128.424514
species,44.964838,-124.019
species,51.989625,-128.4292
species,48.437972,-123.293183
species,48.40398,-123.349913
species,51.653256,-128.1389
species,48.405563,-123.349953
species,48.121984,-122.493136
species,48.194156,-122.712177
species,57.137438,-135.564685
species,48.407223,-123.356835
species,49.440223,-123.695477
species,43.873098,-124.155241
species,59.6567,-151.5157
species,59.6567,-151.5157
species,39.44527518,-123.8028872
species,45.703139,-123.940706
species,49.075851,-125.847151
species,49.874422,-125.115577
species,36.62228,-121.9355
species,33.362222,-118.484444
species,43.081666,-124.433718
species,53.575837,-131.92537
species,48.75639,-122.499725
species,48.097507,-122.959518
species,47.613525,-124.37673
species,36.60643,-121.86748
species,38.32299,-123.02432
species,35.10661,-120.61245
species,33.27,-119.57
species,37.18221,-122.39369
species,36.63609,-121.83701
species,33.27,-119.57
species,34.041,-120.428
species,35.34102,-120.86058
species,37.7645,-122.5082
species,40.81966,-124.18392
species,47.121713,-124.181667
species,45.701378,-123.940314
species,47.87686,-124.585408
species,40.87389,-124.155
species,37.166111,-122.360278
species,33.71218,-118.062944
species,57.015821,-135.66672
species,44.522512,-124.073692
species,53.118927,-131.705901
species,47.653472,-122.585708
species,53.918148,-132.107647
species,50.674519,-128.278549
species,54.17541,-131.653562
species,49.850967,-125.094542
species,54.065336,-131.845625
species,46.895385,-124.043148
species,48.099308,-122.689912
species,54.032696,-132.13615
species,57.158853,-135.748611
species,46.434072,-124.060225
species,44.424362,-124.069776
species,49.219445,-123.214828
species,48.7216,-123.383728
species,44.46461,-124.08103
species,53.59907,-131.932308
species,57.124347,-135.753977
species,48.792793,-125.116436
species,49.525638,-124.639388
species,57.156534,-135.74107
species,50.480025,-128.097747
species,48.43787,-123.293533
species,50.772979,-128.410898
species,51.908938,-128.476946
species,49.216778,-123.214607
species,52.000478,-128.423644
species,52.000515,-128.425569
species,48.792778,-125.116669
species,48.792645,-125.11618
species,49.865442,-125.115051
species,49.489585,-123.982305
species,53.115233,-131.696608
species,53.114647,-131.696289
species,53.11515,-131.696564
species,49.014064,-123.043689
species,54.176483,-131.652894
species,53.57985,-131.929869
species,54.063579,-131.849998
species,54.160413,-131.658854
species,48.786154,-122.707331
species,51.773055,-127.874942
species,51.773215,-127.875199
species,49.318781,-124.264305
species,48.787875,-125.115844
species,48.794291,-125.120482
species,49.513083,-124.705413
species,51.655772,-128.140825
species,51.656067,-128.141574
species,59.22,-135.33
species,48.79,-125.12
species,59.22,-135.33
species,48.79,-125.12
species,54.063742,-131.84962
species,53.118882,-131.70146
species,47.887846,-124.624455
species,56.908939,-135.401062
species,54.160054,-131.664863
species,54.173885,-131.654468
species,53.11515,-131.696594
species,53.115108,-131.696608
species,53.598419,-131.932219
species,53.594641,-131.932608
species,53.579844,-131.929865
species,49.581882,-126.672887
species,44.160861,-124.116331
species,45.045775,-124.00245
species,48.92706,-125.541263
species,54.047793,-131.891298
species,48.933953,-125.540628
species,54.064036,-131.848114
species,54.064036,-131.848114
species,54.076069,-131.786056
species,53.579883,-131.929825
species,54.177388,-131.6524
species,51.77765,-127.872711
species,51.77765,-127.872711
species,48.163783,-122.637353
species,47.980392,-122.515158
species,48.623485,-123.327609
species,47.110887,-124.183132
species,44.983443,-124.014407
species,46.944911,-124.154187
species,37.04227,-122.228783
species,37.041947,-122.231662
species,35.66609,-121.275051
species,35.363874,-120.861376
species,48.7929,-125.117
species,59.217,-135.329
species,49.013908,-125.674155
species,59.495972,-139.741093
species,53.58,-131.93
species,53.05,-132.03
species,48.7929,-125.11678
species,51.97,-131.02
species,53.56,-131.93
species,50.8,-128.4
species,48.49970794,-123.3009851
species,48.37,-123.73
species,49,-123.1
species,50.1,-125.3
species,49.01,-123.04
species,53.25,-131.81
species,49.32,-124.32
species,49.4,-124.61
species,49.06,-122.88
species,49.22,-123.2
species,50.8,-128.4
species,49.48,-126.43
species,57.7,-152.4
species,48.6,-123.42
species,50.1,-125.3
species,49.1,-125.9
species,49,-123.1
species,48.5,-123.4
species,49.04,-125.71
species,49.5,-124.8
species,53.29962646,-131.8013379
species,49.04,-125.71
species,53.12,-131.68
species,49.2,-125.8
species,50,-127.42
species,49.01,-123.04
species,48.65,-123.4
species,50.2,-127.8
species,53.81,-130.4
species,49.14,-122.91
species,49.22,-123.2
species,48.75,-123.22
species,49.3,-124.3
species,49.05,-122.85
species,49.14,-122.91
species,51.656053,-128.142454
species,49.303647,-123.131028
species,53.594,-131.938179
species,59.216667,-135.333333
species,48.616667,-123.3
species,48.6,-123.383333
species,54.6,-131.066667
species,49.533333,-124.75
species,48.783333,-125.166667
species,50.6,-126.816667
species,48.666667,-123.283333
species,52.980556,-129.547222
species,50.130556,-127.713889
species,50.676667,-128.330556
species,48.85,-125.383333
species,48.6,-123.399722
species,49.116667,-125.883333
species,48.413889,-123.483333
species,48.580556,-123.366667
species,48.383333,-123.483333
species,48.383333,-123.533333
species,49.25,-123.116667
species,48.65,-123.333333
species,49.55,-124.8
species,48.6,-123.416667
species,53.566667,-131.933333
species,49.166667,-126.016667
species,51.533333,-128
species,48.433333,-123.366667
species,48.433333,-123.366667
species,49.483333,-126.416667
species,49.15,-125.933333
species,54.483333,-130.3
species,50,-127.416667
species,49.983333,-127.25
species,48.933333,-125.55
species,48.75,-123.216667
species,48.6,-123.383333
species,48.6,-123.383333
species,50.816667,-128.683333
species,49.55,-124.8
species,51.65,-128
species,48.533333,-123.4
species,48.533333,-123.4
species,48.45,-123.283333
species,53.333333,-132.416667
species,48.6,-123.416667
species,51.533333,-128
species,48.55,-123.366667
species,48.433333,-123.366667
species,49.25,-124.8
species,48.433333,-123.383056
species,48.018614,-122.67084
species,48.483024,-122.981356
species,48.560212,-122.806268
species,57.026423,-135.633563
species,43.628205,-124.213853
species,46.267488,-123.941103
species,41.030942,-124.112747
species,44.621284,-124.065498
species,57.101676,-135.401287
species,59.638252,-151.543135
species,57.015906,-135.663304
species,57.101632,-135.401667
species,47.723862,-122.557724
species,50.088582,-125.043677
species,50.088552,-125.043766
species,48.431313,-123.456343
species,49.021492,-125.676684
species,47.859505,-122.334952
species,47.031004,-124.172863
species,48.45858,-123.294813
species,47.70542,-124.414855
species,53.57982,-131.929672
species,49.042623,-125.705126
species,46.769033,-124.095645
species,49.218562,-123.214708
species,47.605654,-124.371019
species,49.203472,-123.970256
species,51.655337,-128.139878
species,46.510125,-124.059456
species,53.623192,-131.928253
species,53.623192,-131.928283
species,57.158672,-135.748672
species,57.160136,-135.747437
species,47.721233,-122.561905
species,46.787298,-124.102388
species,48.975554,-123.06269
species,48.634687,-123.405905
species,45.440807,-123.956726
species,48.044834,-122.683268
species,47.979782,-122.516119
species,45.661282,-123.94093
species,51.651172,-128.141286
species,57.16265,-135.746947
species,49.06586,-125.791922
species,49.06586,-125.791922
species,56.67208,-135.19117
species,56.67208,-135.19117
species,49.012907,-125.666986
species,44.027137,-124.137268
species,45.008637,-124.00932
species,45.045271,-124.004623
species,45.044308,-124.003057
species,57.13263,-135.566483
species,46.885897,-124.127329
species,48.792839,-125.116731
species,48.793353,-125.118294
species,57.024126,-135.635061
species,45.4282,-123.96032
species,45.256163,-123.966888
species,48.392301,-124.736315
species,59.2167,-135.3288
species,54.032217,-131.9668
species,57.064087,-135.604518
species,53.237025,-131.902297
species,53.260158,-131.824158
species,52.57778,-131.437972
species,44.419737,-124.079955
species,57.301886,-135.832721
species,36.9618,-121.9976
species,40.40706,-124.39052
species,37.5371,-122.5192
species,37.094444,-122.275
species,53.33227,-131.945432
species,46.227628,-124.008488
species,51.971514,-131.039109
species,59.633678,-151.504683
species,46.611407,-124.045866
species,46.54794,-124.06105
species,49.012406,-123.57379
species,46.271853,-124.074483
species,54.99,-130.99
species,60.03,-143.64
species,57.66,-152.35
species,58.6,-153.77
species,57.61,-152.16
species,58.58,-152.51
species,59.15,-138.43
species,56.7,-157.36
species,57.41,-152.33
species,57.26,-134.08
species,57.63,-136.21
species,57.46,-135.91
species,57.01,-135.63
species,56.52,-135.03
species,59.55,-139.73
species,59.21,-135.33
species,55.81,-155.73
species,57.464,-154.033
species,57.4365,-152.3327
species,57.03605,-153.31209
species,58.459,-152.734
species,57.45,-154.666667
species,57.466667,-154.65
species,56.76034273,-157.5154662
species,58.05,-152.73
species,57.157424,-135.742637
species,44.670926,-124.062603
species,47.661275,-122.434021
species,40.858515,-124.167976
species,53.566667,-131.933333
species,48.6,-123.416667
species,49.733333,-124.9
species,48.583333,-123.383333
species,48.383333,-123.516667
species,48.566667,-123.366667
species,48.65,-123.4
species,53.25,-131.816667
species,54.016667,-132.1
species,54.166667,-133.05
species,52.583333,-131.433333
species,53.566667,-131.933333
species,54.35,-130.466667
species,52.1,-131.083333
species,53.25,-131.816667
species,49.133333,-125.883333
species,49.05,-125.733333
species,50.783333,-128.416667
species,49.466667,-126.416667
species,49.466667,-124.733333
species,48.35,-123.75
species,48.433333,-123.366667
species,48.6094,-122.6065
species,48.64785,-123.07845
species,48.754717,-122.919967
species,48.656917,-123.1316
species,48.533,-122.970333
species,48.535,-122.555583
species,47.23639,-124.21167
species,48.52389,-122.91333
species,47.23639,-124.21167
species,47.94333,-124.54111
species,48.146944,-123.101667
species,46.3525,-124.05306
species,47.11301,-124.07838
species,48.155,-124.66583
species,47.94333,-124.54111
species,48.31942,-124.66415
species,46.308333,-124.070833
species,47.23639,-124.21167
species,47.23639,-124.21167
species,48.195,-122.715556
species,46.308333,-124.070833
species,46.89028,-124.10278
species,48.37806,-124.61306
species,42.7605,-124.5019
species,45.1808,-123.944
species,44.499,-124.0839
species,44.6234,-124.045
species,44.499,-124.0839
species,44.499,-124.0839
species,44.6234,-124.045
species,44.6369,-124.0522
species,46.1206,-123.9439
species,44.4604,-124.0768
species,43.3414,-124.3445
species,43.3414,-124.3445
species,45.6136,-123.9419
species,44.9675,-124.0156
species,43.9771,-124.1373
species,43.9771,-124.1373
species,45.5981,-123.9581
species,43.3511,-124.3367
species,44.5973,-124.0055
species,44.5229,-124.0747
species,44.368,-124.0909
species,44.4269,-124.0675
species,44.3114,-124.1036
species,45.9667,-123.6667
species,44.4269,-124.0675
species,44.6369,-124.0522
species,44.9675,-124.0156
species,44.4269,-124.0675
species,45.2113,-123.9683
species,45.2849,-123.9581
species,45.9933,-123.9214
species,44.6194,-124.0444
species,44.0336,-124.13
species,44.0336,-124.13
species,-38.4667,145.2167
species,-43.556441,172.752722
species,-43.492776,147.144092
species,-43.492776,147.144092
species,-41.826904,148.266151
species,-41.182835,173.06449
species,-41.182835,173.06449
species,-41.182835,173.06449
species,-41.182835,173.06449
species,-40.787097,172.763868
species,-40.787097,172.763868
species,-40.787097,172.763868
species,-41.288413,174.792398
species,-37.629141,176.17531
species,-34.95,138.5
species,-34.95,138.5
species,-33.34,115.61
species,-33.03,137.58
species,-33.03,137.58
species,-33.03,137.58
species,-33.03,137.58
species,-33.03,137.58
species,-33.03,137.58
species,-32.258611,126.311139
species,-32.258611,126.311139
species,-32.258611,126.311139
species,-28.522039,153.551986
species,-28.467222,153.553113
species,-27.3928,153.44
species,59.634367,-151.522188
species,42.59753611,-79.12040556
species,45.76266667,-62.78180556
species,46.08002778,-61.48088889
species,46.161469,-63.812622
species,46.40770833,-62.05465833
species,46.41302778,-62.0434
species,46.60358333,-61.03727778
species,46.82459444,-64.90769722
species,46.93461111,-64.87063333
species,47.89418889,-64.58376111
species,49.59051944,-57.91691944
species,32.27370833,-64.77551389
species,34.69382222,-76.69149444
species,50.21328056,-63.55143056
species,34.69795556,-76.73970556
species,40.72988889,-73.04760556
species,41.09618333,-73.36816111
species,41.09772778,-73.366
species,41.36216111,-71.48636944
species,44.469775,-86.2493
species,43.07995556,-70.75919722
species,43.26663056,-86.36311944
species,43.67882778,-86.51529167
species,44.24618889,-65.17227778
species,45.72508333,-64.67088889
species,32.65518056,-79.94036667
species,36.84585833,-75.97293611
species,38.338085,-75.097349
species,38.762556,-76.380296
species,39.82830556,-74.08899722
species,44.6915,-63.13744444
species,45.32066667,-60.96580556
species,47.31119444,-70.17992222
species,47.55024722,-52.6852
species,47.83137222,-69.55979444
species,48.63796111,-53.73874444
species,49.09855833,-68.19806111
species,49.12643889,-66.49944722
species,50.670675,-57.31343889
species,47.847769,-69.567017
species,45.28799,-87.447182
species,45.4833,-87.3
species,44.5431,-67.8147
species,47.915466,-59.397674
species,44.660088,-66.79196
species,42.410697,-87.803224
species,37.165961,-75.986708
species,37.165959,-75.986668
species,46.853905,-64.01016
species,45.288261,-87.447121
species,40.452224,-74.171067
species,39.107389,-74.70633
species,46.430359,-63.202344
species,41.75362,-87.544304
species,45.288959,-87.446304
species,41.965955,-87.634541
species,42.012761,-87.661537
species,49.590875,-57.916922
species,45.421117,-61.397603
species,37.890142,-75.343613
species,45.766372,-60.205056
species,45.705632,-60.326357
species,46.412133,-64.616462
species,45.414456,-61.386556
species,45.124461,-66.473092
species,43.869585,-78.786314
species,45.597783,-64.78357
species,45.943692,-60.545006
species,45.747472,-63.233772
species,45.224185,-66.127524
species,45.135915,-66.34506
species,45.655857,-62.503518
species,46.013439,-60.39925
species,45.978581,-60.434372
species,45.9472,-60.508194
species,46.016003,-60.387928
species,44.145017,-64.504395
species,45.76503,-60.206987
species,45.591672,-60.680233
species,44.706392,-66.815771
species,46.879063,-60.428732
species,41.31079,-70.11468
species,41.3683,-71.90669
species,41.70474,-70.17013
species,41.82362,-71.42199
species,42.43301,-70.92206
species,42.93873,-70.83635
species,43.76799,-69.31606
species,42.81279,-70.88219
species,42.42183,-70.99732
species,44.62798,-67.48308
species,41.66704,-70.36244
species,43.86475,-68.88318
species,41.18943,-73.19986
species,41.67774,-71.27165
species,41.33129,-72.6229
species,44.50579,-67.86235
species,37.4086,-76.2496
species,41.964504,-87.633688
species,43.868493,-78.790357
species,42.257587,-81.882305
species,42.25753,-81.881957
species,41.728225,-82.672116
species,42.579365,-80.392067
species,42.579255,-80.392
species,42.579228,-80.392192
species,42.547989,-80.049156
species,42.256677,-81.877832
species,43.508939,-81.711879
species,43.25542,-79.760885
species,46.887633,-60.708034
species,46.887633,-60.708034
species,29.865243,-81.269292
species,29.866385,-81.2679
species,45.124461,-66.473092
species,46.8175,-64.932778
species,49.31187,-53.612125
species,43.737333,-69.866173
species,44.905042,-86.027123
species,35.912837,-75.597331
species,49.58967,-57.917653
species,47.767292,-69.612122
species,47.791558,-69.589608
species,48.627312,-69.091483
species,41.904728,-86.605484
species,45.549318,-65.016288
species,48.13582,-69.259645
species,40.572369,-73.870092
species,39.853729,-74.086097
species,39.896046,-74.08382
species,44.858586,-66.983591
species,43.729444,-69.814167
species,44.229725,-68.31219
species,43.258213,-70.590788
species,41.542717,-71.425863
species,41.869187,-70.008617
species,41.445915,-70.554321
species,43.96643,-69.429831
species,44.374583,-68.071419
species,41.879374,-70.003007
species,41.175153,-73.097992
species,41.24072,-70.100123
species,41.53925,-70.632317
species,41.743317,-70.409683
species,42.703047,-70.775365
species,41.638465,-70.216925
species,42.702886,-70.775123
species,41.990803,-70.077781
species,42.57901,-80.4185
species,43.879451,-69.48377
species,42.684803,-70.751205
species,43.254597,-79.760068
species,43.2546,-79.760063
species,44.424528,-67.889094
species,42.301471,-70.934671
species,29.705964,-81.235267
species,39.04157,-74.933647
species,43.264167,-81.838333
species,46.216787,-60.035077
species,40.416049,-73.980404
species,46.276975,-63.703608
species,47.470835,-64.910743
species,47.502549,-64.871025
species,45.372116,-63.524154
species,42.267432,-87.827684
species,42.267105,-87.827417
species,42.25693,-87.822197
species,42.570213,-87.900308
species,47.826716,-64.978667
species,40.633845,-73.310502
species,40.584962,-73.567303
species,40.584372,-73.563913
species,40.585238,-73.541848
species,43.058347,-70.71228
species,40.58629,-73.577775
species,40.58622,-73.579373
species,40.598758,-73.496743
species,40.770433,-72.732927
species,40.584597,-73.541617
species,40.58977,-73.552322
species,40.816385,-73.704058
species,46.21658,-60.034867
species,46.215317,-60.032642
species,46.21543,-60.032383
species,46.266964,-60.252869
species,42.822556,-70.812875
species,46.216897,-60.035208
species,46.217433,-60.036236
species,42.821685,-70.827051
species,41.661928,-87.064168
species,42.26827,-87.827991
species,42.149291,-87.7568
species,41.923042,-86.594582
species,46.210658,-60.19912
species,44.788267,-67.010462
species,45.120217,-64.338303
species,45.7174,-60.239395
species,39.963663,-74.066385
species,42.407543,-87.80379
species,42.170369,-80.10448
species,42.150405,-80.133795
species,42.703092,-70.774289
species,42.171112,-80.081108
species,42.17183,-80.084236
species,42.406996,-87.802846
species,41.780727,-87.57297
species,44.938417,-85.857242
species,42.453109,-87.799913
species,46.217457,-60.03612
species,46.697943,-60.951497
species,42.170917,-80.078086
species,44.328225,-68.033472
species,42.168214,-80.061608
species,43.447237,-70.355147
species,41.919429,-70.541504
species,42.40686,-87.802979
species,44.229255,-68.534325
species,44.821666,-66.987272
species,50.181389,-61.823891
species,44.764197,-66.756757
species,44.656111,-66.763056
species,42.411526,-87.80305
species,30.763889,-81.459722
species,41.863474,-87.773532
species,45.225129,-66.120869
species,44.011987,-64.555385
species,45.280618,-65.689779
species,45.358903,-65.524453
species,45.074306,-67.037667
species,45.224208,-66.125694
species,43.275326,-81.819724
species,45.135044,-66.527808
species,45.073119,-67.037942
species,46.339496,-62.280324
species,44.659122,-66.800933
species,45.045161,-66.808419
species,45.045278,-66.808394
species,45.045233,-66.808472
species,38.658624,-75.066418
species,42.98925,-70.613563
species,44.948356,-65.265817
species,50.03045,-57.709464
species,45.574967,-64.968003
species,42.258395,-81.847477
species,44.64222,-64.012328
species,45.367397,-86.830499
species,41.012255,-72.038522
species,44.420425,-68.999887
species,40.589925,-73.550743
species,40.58986,-73.55114
species,45.200958,-64.620812
species,44.622235,-63.539494
species,42.171425,-80.067305
species,45.725461,-64.67017
species,44.378059,-68.883446
species,47.788819,-65.252308
species,46.230133,-60.043483
species,46.230155,-60.043467
species,42.32174,-70.98771
species,43.585892,-70.203873
species,46.260042,-62.3793
species,46.11947,-62.462805
species,41.341161,-70.717725
species,37.196788,-76.007722
species,41.215342,-71.556104
species,42.409305,-87.929815
species,42.45353,-87.860611
species,46.711205,-60.352438
species,42.282678,-70.868813
species,44.264486,-64.274747
species,46.500296,-63.402307
species,46.500456,-63.402243
species,46.429967,-63.200981
species,42.658439,-81.214969
