Year	Mean_OccupSuit	Std_error
937	0.000163545	6.84104e-05
938	0.000161847	6.73051e-05
939	0.000161847	6.71897e-05
940	0.00016977	7.00048e-05
941	0.000162979	6.70801e-05
942	0.000165808	6.80471e-05
943	0.000161281	6.82944e-05
944	0.000165242	6.97394e-05
945	0.00015732	6.76529e-05
946	0.000153359	6.42325e-05
947	0.000157886	6.73689e-05
948	0.000162979	7.1781e-05
949	0.000164111	7.26465e-05
950	0.000166374	7.1499e-05
951	0.000169204	7.32054e-05
952	0.000179956	7.82827e-05
953	0.00019184	8.38126e-05
954	0.000180522	7.5777e-05
955	0.000183351	7.70446e-05
956	0.00017939	7.60385e-05
957	0.000174863	7.34375e-05
958	0.000177126	7.51682e-05
959	0.00017939	7.52775e-05
960	0.000169204	6.90158e-05
961	0.000172033	6.95733e-05
962	0.000168638	6.84534e-05
963	0.000165808	6.66591e-05
964	0.000165242	6.68356e-05
965	0.000175995	7.15355e-05
966	0.000181654	7.50288e-05
967	0.000183917	7.57458e-05
968	0.000180522	7.37916e-05
969	0.000174297	7.16475e-05
970	0.000172599	7.13928e-05
971	0.000175429	7.31877e-05
972	0.000175995	7.49754e-05
973	0.000177126	7.6041e-05
974	0.000172599	7.32181e-05
975	0.000175429	7.42583e-05
976	0.000175429	7.4697e-05
977	0.000175995	7.52123e-05
978	0.000169204	7.1872e-05
979	0.000168072	7.19393e-05
980	0.000166374	7.10451e-05
981	0.000157886	6.86672e-05
982	0.000171467	7.55665e-05
983	0.000163545	7.22733e-05
984	0.000157886	7.0292e-05
985	0.000159018	7.03904e-05
986	0.000164677	7.29912e-05
987	0.000164111	7.21147e-05
988	0.000166374	7.25588e-05
989	0.000168638	7.45257e-05
990	0.000158452	6.97594e-05
991	0.000160149	7.17394e-05
992	0.000151661	6.71842e-05
993	0.0001477	6.51257e-05
994	0.0001477	6.62631e-05
995	0.000148831	6.67532e-05
996	0.000149963	6.90106e-05
997	0.000152793	7.14477e-05
998	0.000149397	6.94644e-05
999	0.000147134	6.92475e-05
1000	0.000148266	7.03357e-05
